// Item Trade Restrictions Database
// Defines special trade rules for individual items.
//
// Structure of Database:
// Item ID, TradeMask,Group Level Override
//
// Legend for 'TradeMask' field (bitmask):
// 1   - item can't be dropped
// 2   - item can't be traded (nor vended)
// 4   - wedded partner can override restriction 2
// 8   - item can't be sold to npcs
// 16  - item can't be placed in the cart
// 32  - item can't be placed in the storage
// 64  - item can't be placed in the guild storage
// 128 - item can't be attached to mail
// 256 - item can't be auctioned
//
// Example:
// 1161,67,50
//	Balmung cannot be dropped, traded, or placed in Guild Storage (1+2+64).
//	Only groups of group-level 50 and up can override this setting.

12936,475,100// 무라마사 상자
12937,475,100// 엑스칼리버 상자
12938,475,100// 컴뱃나이프 상자
12939,475,100// 카운터단검 상자
12940,475,100// 카이저너클 상자
12941,475,100// 폴액스 상자
12942,475,100// 마이트스태프 상자
12943,475,100// 라이트엡실론 상자
12944,475,100// 발리스타 상자
12945,475,100// 현자의 일기 상자
12946,475,100// 아슈라 상자
12947,475,100// 명사수의 사과 상자
12948,475,100// 토끼머리띠 상자
12949,475,100// 삿갓 상자
12950,475,100// 로드서클릿 상자
12951,475,100// 요정의 귀 상자
12952,475,100// 강철의 꽃잎 상자
12953,475,100// 크리티컬링 상자
12954,475,100// 이어링 상자
12955,475,100// 링 상자
12956,475,100// 네클리스 상자
12957,475,100// 글러브 상자
12958,475,100// 브로치 상자
12959,475,100// 로자리 상자
12960,475,100// 세이프티링 상자
12961,475,100// 베스퍼코어01 상자
12962,475,100// 베스퍼코어02 상자
12963,475,100// 베스퍼코어03 상자
12964,475,100// 베스퍼코어04 상자
12965,475,100// 이머전시 1레벨 스크롤 상자
12966,475,100// 이머전시 2레벨 스크롤 상자
12967,475,100// 이머전시 3레벨 스크롤 상자
12968,475,100// 이머전시 1레벨 스크롤
12969,475,100// 이머전시 2레벨 스크롤
12970,475,100// 이머전시 3레벨 스크롤
12971,475,100// 공간이동 스크롤 상자
12972,475,100// 공간이동 스크롤 상자
12973,475,100// 공간이동 스크롤 상자
12974,475,100// 공간이동 스크롤 상자
12975,475,100// 공간이동 스크롤 상자
12976,475,100// 공간이동 스크롤 상자
12977,475,100// 공간이동 스크롤
12978,475,100// 공간이동 스크롤
12979,475,100// 공간이동 스크롤
12980,475,100// 공간이동 스크롤
12981,475,100// 공간이동 스크롤
12982,475,100// 공간이동 스크롤
12983,475,100// 펫 알 스크롤 상자
12984,475,100// 펫 알 스크롤 상자
12985,475,100// 펫 알 스크롤 상자
12986,475,100// 펫 알 스크롤 상자
12987,475,100// 펫 알 스크롤 상자
12988,475,100// 펫 알 스크롤 상자
12989,475,100// 펫 알 스크롤
12990,475,100// 펫 알 스크롤
12991,475,100// 펫 알 스크롤
12992,475,100// 펫 알 스크롤
12993,475,100// 펫 알 스크롤
12994,475,100// 펫 알 스크롤
12995,475,100// 하얀허브 상자
12996,475,100// 파란허브 상자
12997,475,100// 에르늄 상자
12998,475,100// 오리데오콘 상자
12999,475,100// 고목나무가지 상자
13020,507,100// 용사의 발뭉
13021,507,100// 컴뱃나이프
13022,507,100// 카운터단검
13023,507,100// 아슈라
13024,507,100// 소드 브레이커
13025,507,100// 메일 브레이커
13026,507,100// 월광검
13029,475,100// 프린센스 나이프
13036,499,100// 암살자의 다마스커스
13037,499,100// 암살자의 다마스커스
13042,499,100// 글로리어스 그라디우스
13043,507,100// 포츈소드
13044,507,100// 송곳
13045,507,100// 카마이타치
13048,507,100// 다마스커스
13049,1,100// 라크마
13050,499,100// P.대거Ⅰ
13051,499,100// P.대거Ⅱ
13052,499,100// 여행자의 단검
13066,499,100// P.대거Ⅲ
13068,507,100// 전갱이
13074,507,100// 닌자 단검 시제품
13079,499,100// 메탈 대거
13083,499,100// TE 공성 나이프
13108,499,100// 솔져 리볼버
13109,507,100// 황야의 무법자
13110,499,100// 글로리어스 피스톨
13111,507,100// 명사수의 리볼버
13112,499,100// P.리볼버Ⅰ
13113,499,100// P.리볼버Ⅱ
13114,499,100// P.리볼버Ⅲ
13117,499,100// TE 공성 권총
13118,499,100// 희미한 불꽃
13119,467,100// 자유의 불꽃
13125,499,100// 메탈 리볼버
13126,467,100// 무한의 권총
13171,499,100// 솔져 라이플
13172,499,100// 솔져 개틀링건
13173,499,100// 솔져 샷건
13174,499,100// 솔져 그레네이드 런쳐
13175,507,100// 레버액션 라이플
13176,499,100// 글로리어스 라이플
13177,499,100// 글로리어스 개틀링건
13178,499,100// 글로리어스 샷건
13179,499,100// 글로리어스 그레네이드 런쳐
13184,499,100// TE 공성 라이플
13185,499,100// TE 공성 개틀링건
13186,499,100// TE 공성 샷건
13187,499,100// TE 공성 그레네이드 건
13208,475,100// 공벌레
13291,475,100// 별 불가사리
13292,475,100// 마른 오징어
13293,475,100// 날치
13295,499,100// 가벼운 수리검
13305,499,100// 전투 풍마수리검
13306,499,100// 전투 풍마수리검
13307,499,100// 글로리어스 풍마수리검
13308,507,100// 풍마수리검 열화
13309,507,100// 풍마수리검 대차륜
13310,499,100// P.풍마수리검Ⅰ
13312,507,100// 풍마수리검 시제품
13317,499,100// TE 공성 풍마 수리검
13322,499,100// 메탈 풍마수리검
13323,467,100// 무한의 수리검
13401,507,100// 엑스칼리버
13402,507,100// 커틀러스
13403,507,100// 태양검
13406,475,100// 엣찌
13407,507,100// 네이건
13408,507,100// 화이어 브랜드
13409,507,100// 무형검
13410,499,100// 검투사의 블레이드
13411,499,100// 검투사의 블레이드
13416,499,100// 글로리어스 프람베르그
13417,499,100// 글로리어스 레이피어
13418,499,100// 글로리어스 홀리어벤져
13419,507,100// 신성의 세이버
13422,507,100// 프람베르그
13423,499,100// P.세이버Ⅰ
13424,499,100// P.세이버Ⅱ
13425,499,100// 여행자의 검
13434,499,100// P.세이버Ⅲ
13439,499,100// TE 공성 소드
13500,475,100// 생명보험 증서 상자
13501,475,100// 체험 스크롤 박스
13502,475,100// 늘어진 고양이 상자
13503,475,100// 마제스틱 고우트 상자
13504,475,100// 새끼 악마모자 상자
13505,475,100// 액서큐셔너 상자
13506,475,100// 블러드 액스 상자
13507,475,100// 토마호크 상자
13508,475,100// 루드라의 활 상자
13509,475,100// 커틀러스 상자
13510,475,100// 태양검 상자
13511,475,100// 소드브레이커 상자
13512,475,100// 메일브레이커 상자
13513,475,100// 월광검 상자
13514,475,100// 스패너 상자
13515,475,100// 포도 상자
13516,475,100// 로얄제리 상자
13517,475,100// 이그드라실 열매 상자
13518,475,100// 무기카드 펫 알 스크롤 상자
13519,475,100// 갑옷카드 펫 알 스크롤 상자
13520,475,100// 투구카드 펫 알 스크롤 상자
13521,475,100// 걸칠것카드 펫 알 스크롤 상자
13522,475,100// 방패카드 펫 알 스크롤 상자
13523,475,100// 신발카드 펫 알 스크롤 상자
13524,475,100// 악세사리카드 펫 알 스크롤 상자
13525,475,100// 제니 펫 알 스크롤 상자
13526,475,100// 펫 알 스크롤 상자
13527,475,100// 펫 알 스크롤 상자
13528,475,100// 펫 알 스크롤 상자
13529,475,100// 펫 알 스크롤 상자
13530,475,100// 펫 알 스크롤 상자
13531,475,100// 가벼운 빨간포션 상자
13532,475,100// 가벼운 주홍포션 상자
13533,475,100// 가벼운 노란포션 상자
13534,475,100// 가벼운 하얀포션 상자
13535,475,100// 가벼운 집중포션 상자
13536,475,100// 가벼운 각성포션 상자
13537,475,100// 가벼운 버서크포션 상자
13538,475,100// 메테오스톰 스크롤 상자
13539,475,100// 스톰가스트 스크롤 상자
13540,475,100// 로드 오브 버밀리온 스크롤 상자
13541,475,100// 렉스 에테르나 스크롤 상자
13542,475,100// 마니피캇 스크롤 상자
13543,475,100// 케미칼 프로텍션 헬름 스크롤 상자
13544,475,100// 케미칼 프로텍션 쉴드 스크롤 상자
13545,475,100// 케미칼 프로텍션 아머 스크롤 상자
13546,475,100// 케미칼 프로텍션 웨폰 스크롤 상자
13547,475,100// 무기수리 스크롤 상자
13548,475,100// 왕만두 상자
13549,475,100// 환약 상자
13550,475,100// 환상의 회 상자
13551,475,100// 찰떡 상자
13552,475,100// 유밀과 상자
13553,475,100// 던전 이동 스크롤 5개 상자
13554,475,100// 무기카드 펫 알 스크롤 상자
13555,475,100// 무기카드 펫 알 스크롤 상자
13556,475,100// 갑옷카드 펫 알 스크롤 상자
13557,475,100// 악세사리카드 펫 알 스크롤 상자
13558,475,100// 무기카드 펫 알 스크롤
13559,475,100// 갑옷카드 펫 알 스크롤
13560,475,100// 투구카드 펫 알 스크롤
13561,475,100// 걸칠것카드 펫 알 스크롤
13562,475,100// 방패카드 펫 알 스크롤
13563,475,100// 신발카드 펫 알 스크롤
13564,475,100// 악세사리카드 펫 알 스크롤
13565,475,100// 무기카드 펫 알 스크롤
13566,475,100// 무기카드 펫 알 스크롤
13567,475,100// 갑옷카드 펫 알 스크롤
13568,475,100// 악세사리카드 펫 알 스크롤
13569,475,100// PVP 이동 스크롤 상자
13570,475,100// 거대한 파리의 날개 50개 상자
13571,475,100// 거대한 파리의 날개 100개 상자
13572,475,100// 흐베르겔미르의 술 30개 상자
13573,475,100// 흐베르겔미르의 술 50개 상자
13574,475,100// 구미호 꼬리요리 30개 상자
13575,475,100// 구미호 꼬리요리 50개 상자
13576,475,100// 민첩성증가 스크롤 30개 상자
13577,475,100// 민첩성증가 스크롤 50개 상자
13578,475,100// 불사의 찌개 30개 상자
13579,475,100// 불사의 찌개 50개 상자
13580,475,100// 보험증서 30개 상자
13581,475,100// 보험증서 50개 상자
13582,475,100// 볼록거울 5개 상자
13583,475,100// 볼록거울 30개 상자
13584,475,100// 블레싱 스크롤 30개 상자
13585,475,100// 블레싱 스크롤 50개 상자
13586,475,100// 아드레날린러쉬 스크롤 30개 상자
13587,475,100// 아드레날린러쉬 스크롤 50개 상자
13588,475,100// 구 아숨프티오 스크롤 30개 상자
13589,475,100// 구 아숨프티오 스크롤 50개 상자
13590,475,100// 아스페르시오 스크롤 30개 상자
13591,475,100// 아스페르시오 스크롤 50개 상자
13592,475,100// 사막전갈 모래찜 30개 상자
13593,475,100// 사막전갈 모래찜 50개 상자
13594,475,100// 윈드워크 스크롤 30개 상자
13595,475,100// 윈드워크 스크롤 50개 상자
13596,475,100// 칵테일 용의 숨결 30개 상자
13597,475,100// 칵테일 용의 숨결 50개 상자
13598,475,100// 전투교범 상자
13599,475,100// 전투교범 5개 상자
13600,475,100// 지크프리드의 증표 5개 상자
13601,475,100// 지크프리드의 증표 20개 상자
13602,475,100// 카프라 명함 30개 상자
13603,475,100// 카프라 명함 50개 상자
13604,475,100// 혓바닥요리 30개 상자
13605,475,100// 혓바닥요리 50개 상자
13606,475,100// 풍선껌 박스
13607,475,100// 풍선껌 5개 박스
13608,475,100// 확성기 상자
13609,475,100// 확성기 5개 상자
13610,475,100// 농축 에르늄 5개 상자
13611,475,100// 농축 오리데오콘 5개 상자
13612,475,100// 구속수갑 상자
13613,475,100// 슈퍼 펫 알 상자
13614,475,100// 슈퍼 펫 알 상자
13615,475,100// 슈퍼 펫 알 상자
13616,475,100// 슈퍼 펫 알 상자
13617,475,100// 슈퍼 펫 알
13618,475,100// 슈퍼 펫 알
13619,475,100// 슈퍼 펫 알
13620,475,100// 슈퍼 펫 알
13621,475,100// 탐욕 스크롤 30개 상자
13622,475,100// 탐욕 스크롤 50개 상자
13623,475,100// 탐욕 스크롤 100개 상자
13624,475,100// 날렵함의 스크롤 상자
13625,475,100// 집중력의 스크롤 상자
13626,475,100// 슈퍼 카드 펫 알 상자
13627,475,100// 슈퍼 카드 펫 알 상자
13628,475,100// 슈퍼 카드 펫 알 상자
13629,475,100// 슈퍼 카드 펫 알 상자
13630,475,100// 슈퍼 카드 펫 알
13631,475,100// 슈퍼 카드 펫 알
13632,475,100// 슈퍼 카드 펫 알
13633,475,100// 슈퍼 카드 펫 알
13634,475,100// 1시간 패키지 Vol 1
13635,475,100// 1시간 패키지 Vol 2
13636,475,100// 1시간 패키지 Vol 3
13637,475,100// 1시간 패키지 Vol 4
13638,475,100// 1시간 패키지 Vol 5
13639,475,100// 1시간 패키지 Vol 6
13640,475,100// 2시간 패키지 Vol 1
13641,475,100// 2시간 패키지 Vol 2
13642,475,100// 2시간 패키지 Vol 3
13643,475,100// 2시간 패키지 Vol 4
13644,475,100// 2시간 패키지 Vol 5
13645,475,100// 2시간 패키지 Vol 6
13646,475,100// 등뒤를 베는자 상자
13647,475,100// 무라마사 상자
13648,475,100// 엑스칼리버 상자
13649,475,100// 컴뱃나이프 상자
13650,475,100// 카운터단검 상자
13651,475,100// 카이저너클 상자
13652,475,100// 폴액스 상자
13653,475,100// 마이트스태프 상자
13654,475,100// 라이트엡실론 상자
13655,475,100// 발리스타 상자
13656,475,100// 현자의 일기 상자
13657,475,100// 아슈라 상자
13658,475,100// 명사수의 사과 상자
13659,475,100// 토끼머리띠 상자
13660,475,100// 삿갓 상자
13661,475,100// 로드서클릿 상자
13662,475,100// 요정의 귀 상자
13663,475,100// 강철의 꽃잎 상자
13664,475,100// 크리티컬링 상자
13665,475,100// 이어링 상자
13666,475,100// 링 상자
13667,475,100// 네클리스 상자
13668,475,100// 글러브 상자
13669,475,100// 브로치 상자
13670,475,100// 로자리 상자
13671,475,100// 세이프티링 상자
13672,475,100// 베스퍼코어01 상자
13673,475,100// 베스퍼코어02 상자
13674,475,100// 베스퍼코어03 상자
13675,475,100// 베스퍼코어04 상자
13676,475,100// 늘어진 고양이 상자
13677,475,100// 마제스틱 고우트 상자
13678,475,100// 새끼 악마모자 상자
13679,475,100// 액서큐셔너 상자
13680,475,100// 블러드 액스 상자
13681,475,100// 토마호크 상자
13682,475,100// 루드라의 활 상자
13683,475,100// 커틀러스 상자
13684,475,100// 태양검 상자
13685,475,100// 소드브레이커 상자
13686,475,100// 메일브레이커 상자
13687,475,100// 월광검 상자
13688,475,100// 스패너 상자
13689,475,100// 배추잎 상자
13690,475,100// 맛있는 조각케이크 상자
13691,475,100// 프레이야의 외투 상자
13692,475,100// 프레이야의 장화 상자
13693,475,100// 프레이야의 망토 상자
13694,475,100// 프레이야의 크라운 상자
13695,475,100// 기초 전투교범 상자
13696,475,100// 상급 전투교범 상자
13696,475,100// 상급 전투교범 상자
13697,475,100// 블레싱 스크롤 10개 상자
13698,475,100// 민첩성증가 스크롤 10개 상자
13699,475,100// 윈드워크 스크롤 10개 상자
13700,475,100// 아드레날린러쉬 스크롤 10개 상자
13701,475,100// 펫 알 스크롤
13702,475,100// 펫 알 스크롤
13703,475,100// 펫 알 스크롤
13704,475,100// 슈퍼 펫 알
13705,475,100// 슈퍼 펫 알
13706,475,100// 슈퍼 펫 알
13707,475,100// 슈퍼 펫 알
13708,475,100// 펫 알 스크롤
13709,475,100// BRO패키지박스
13710,475,100// 헬스장 회원권 상자
13711,475,100// 소형 생명수 10개 상자
13712,475,100// 소형 생명수 30개 상자
13713,475,100// 소형 생명수 50개 상자
13714,475,100// 중형 생명수 10개 상자
13715,475,100// 중형 생명수 30개 상자
13716,475,100// 중형 생명수 50개 상자
13717,475,100// 연마제 5개 상자
13718,475,100// 연마제 10개 상자
13719,475,100// 회복력 향상포션 5개 상자
13720,475,100// 회복력 향상포션 10개 상자
13721,475,100// 던전 이동 스크롤 10개 상자
13722,475,100// 페코페코 머리띠 상자
13723,475,100// 빨간안경 상자
13724,475,100// 위스퍼 마스크 상자
13725,475,100// 라면모자 상자
13726,475,100// 황금 상자
13727,475,100// 은 상자
13728,475,100// 황금 열쇠 1개 상자
13729,475,100// 황금 열쇠 5개 상자
13730,475,100// 은 열쇠 1개 상자
13731,475,100// 은 열쇠 5개 상자
13734,475,100// 페코페코 머리띠 상자
13735,475,100// 빨간안경 상자
13736,475,100// 위스퍼 마스크 상자
13737,475,100// 라면모자 상자
13738,475,100// 환영의 술잔 5개 상자
13739,475,100// 환영의 술잔 10개 상자
13740,475,100// 쉐도우 아머 스크롤 5개 상자
13741,475,100// 쉐도우 아머 스크롤 10개 상자
13742,475,100// 쉐도우 아머 스크롤 30개 상자
13743,475,100// 홀리 아머 스크롤 5개 상자
13744,475,100// 홀리 아머 스크롤 10개 상자
13745,475,100// 홀리 아머 스크롤 30개 상자
13746,475,100// 소형 물리 방어 포션 10개 상자
13747,475,100// 소형 물리 방어 포션 30개 상자
13748,475,100// 소형 물리 방어 포션 50개 상자
13749,475,100// 대형 물리 방어 포션 10개 상자
13750,475,100// 대형 물리 방어 포션 30개 상자
13751,475,100// 대형 물리 방어 포션 50개 상자
13752,475,100// 소형 마법 방어 포션 10개 상자
13753,475,100// 소형 마법 방어 포션 30개 상자
13754,475,100// 소형 마법 방어 포션 50개 상자
13755,475,100// 대형 마법 방어 포션 10개 상자
13756,475,100// 대형 마법 방어 포션 30개 상자
13757,475,100// 대형 마법 방어 포션 50개 상자
13758,475,100// 300% 전투교범 상자
13759,475,100// 파란허브 상자
13760,475,100// 꿀 상자
13761,475,100// 빈 병 상자
13762,475,100// 로얄젤리 상자
13763,507,100// G10주년 코인 상자
13764,475,100// 초보자 전투교범 5개 상자
13765,507,100// 동봉된 수행 증명서
13766,475,100// 네이건 상자
13767,475,100// 꼬챙이 상자
13768,475,100// 생존의 지팡이 상자
13769,475,100// 쿼드릴 상자
13770,475,100// 그레이트액스 상자
13771,475,100// 블러디로어 상자
13772,475,100// 양장본 상자
13773,475,100// 화이어 브랜드 상자
13774,475,100// 무형검 상자
13775,475,100// 언홀리터치 상자
13776,475,100// 생존의 망토 상자
13777,475,100// 나비 가면 상자
13778,475,100// 오크히어로의 투구 상자
13779,475,100// 악마의 날개귀 상자
13780,475,100// 검은 눈가리개 상자
13781,475,100// 늘어진 고양이 상자
13782,475,100// 커세어 상자
13783,475,100// 피묻은 철구 상자
13784,475,100// 스피리츄얼링 상자
13785,475,100// 네이건 상자
13786,475,100// 꼬챙이 상자
13787,475,100// 생존의 지팡이 상자
13788,475,100// 쿼드릴 상자
13789,475,100// 그레이트액스 상자
13790,475,100// 블러디로어 상자
13791,475,100// 양장본 상자
13792,475,100// 화이어 브랜드 상자
13793,475,100// 무형검 상자
13794,475,100// 언홀리터치 상자
13795,475,100// 생존의 망토 상자
13796,475,100// 나비 가면 상자
13797,475,100// 오크히어로의 투구 상자
13798,475,100// 악마의 날개귀 상자
13799,475,100// 검은 눈가리개 상자
13800,475,100// 늘어진 고양이 상자
13801,475,100// 커세어 상자
13802,475,100// 피묻은 철구 상자
13803,475,100// 스피리츄얼 링 상자
13804,475,100// 사랑해 폭죽 상자
13805,475,100// 화이트데이 폭죽 상자
13806,475,100// 발렌타인데이 폭죽 상자
13807,475,100// 생일 폭죽 상자
13808,475,100// 크리스마스 폭죽 상자
13809,475,100// 블루젬스톤 상자
13810,475,100// 파란포션 상자
13811,475,100// 음식상자 Vol 1
13812,475,100// 음식상자 Vol 2
13813,475,100// 음식상자 Vol 3
13814,475,100// 인도네시아 상자
13815,475,100// 단검고블린 테이밍 상자
13816,475,100// 플레일고블린 테이밍 상자
13817,475,100// 해머고블린 테이밍 상자
13818,475,100// 딜리터 테이밍 상자
13819,475,100// 디아볼릭 테이밍 상자
13820,475,100// 배회하는자 테이밍 상자
13821,475,100// 초록색 사과 상자
13822,475,100// 통 바비큐 상자
13823,475,100// 고기야채꼬치 상자
13824,475,100// 혼령주 상자
13826,475,100// 파워박스 1호
13827,475,100// 파워박스 2호
13828,475,100// 레지스트박스  1호
13829,475,100// 레지스트박스 2호
13830,475,100// 스텟부스트박스 1호
13831,475,100// 스텟부스트박스 2호
13832,475,100// 스텟부스트박스 3호
13833,475,100// 스텟부스트박스 4호
13834,475,100// 던전 이동 스크롤II 5개 상자
13835,475,100// 던전 이동 스크롤II 10개 상자
13836,475,100// 힘 요리 상자
13837,475,100// 어질 요리 상자
13838,475,100// 인트 요리 상자
13839,475,100// 덱스 요리 상자
13840,475,100// 럭 요리 상자
13841,475,100// 바이탈 요리 상자
13842,475,100// 카프라 월급 명세서 상자
13843,475,100// 전투교범 상자
13844,475,100// 영웅의 돌 상자
13845,475,100// 신비로운 여행가방 A
13846,475,100// 신비로운 여행가방 B
13847,475,100// 신비로운 여행가방 C
13848,475,100// 신비로운 여행가방 D
13849,475,100// 노랑나비의 날개 5개 상자
13850,475,100// 노랑나비의 날개 10개 상자
13851,475,100// 초록나비의 날개 5개 상자
13852,475,100// 초록나비의 날개 10개 상자
13853,475,100// 빨간나비의 날개 5개 상자
13854,475,100// 빨간나비의 날개 10개 상자
13855,475,100// 파란나비의 날개 5개 상자
13856,475,100// 파란나비의 날개 10개 상자
13857,475,100// 톡톡캔디 5개 상자
13858,475,100// 톡톡캔디 10개 상자
13859,507,100// 임무명령서 봉투
13860,507,100// 임무명령서 봉투
13861,475,100// 전투교범의 작은 박스
13862,475,100// 트라이얼 박스
13863,475,100// 무기 수리 주문서 10개 상자
13864,475,100// 하키마스크 상자
13865,475,100// 옵저버 상자
13866,475,100// 비상하는 천사 상자
13867,475,100// 네코미미 상자
13868,475,100// 월야화 모자 상자
13869,475,100// 병아리 모자 상자
13870,475,100// 미용상품권 상자
13871,475,100// 매지션 카드박스
13872,475,100// 어콜라이트 카드박스
13873,475,100// 아쳐 카드박스
13874,475,100// 소드맨 카드박스
13875,475,100// 씨프 카드박스
13876,475,100// 머천트 카드박스
13877,475,100// 시계탑 카드박스
13878,475,100// 게페니아 카드박스
13879,475,100// 아울 카드박스
13880,475,100// 유령 카드박스
13881,475,100// 악몽의 카드박스
13882,475,100// 저주의 카드박스
13883,475,100// 수면의 카드박스
13884,475,100// 동빙의 카드박스
13885,475,100// 기절의 카드박스
13886,475,100// 침묵의 카드박스
13887,475,100// 암흑의 카드박스
13888,475,100// 혼란의 카드박스
13889,475,100// 에르늄 광물상자
13890,475,100// 오리데오콘 광물상자
13891,475,100// 화속성 엘리멘탈 컨버터 상자
13892,475,100// 수속성 엘리멘탈 컨버터 상자
13893,475,100// 풍속성 엘리멘탈 컨버터 상자
13894,475,100// 지속성 엘리멘탈 컨버터 상자
13895,475,100// 스타터 팩
13896,475,100// 미믹 소환서 상자 5
13897,475,100// 디스가이즈 소환서 상자 5
13898,475,100// 엘리스 소환서 상자 5
13899,475,100// 미믹 소환서 상자 10
13900,475,100// 디스가이즈 소환서 상자 10
13901,475,100// 엘리스 소환서 상자 10
13902,475,100// 물고기 머리 모자 상자
13903,475,100// 산타포링 모자 상자
13904,475,100// 방울리본 상자
13905,475,100// XM Hardcore Set Box
13906,475,100// XM Kitty Set Box
13907,475,100// XM Softcore Set Box
13908,475,100// XM Deviruchi Set Box
13909,475,100// XM Mvphunt Set Box
13910,475,100// XM Brewing Set Box
13911,475,100// 크리스마스 펫 스크롤
13912,475,100// 파티 블레싱 상자
13913,475,100// 파티 민첩성증가 상자
13914,475,100// 파티 아숨프티오 상자
13915,475,100// 러브앤젤 마법가루 상자
13916,475,100// 스퀴럴 마법가루 상자
13917,475,100// 고고 마법가루 상자
13918,475,100// 늘어진 하얀 고양이 상자
13919,475,100// 대형 마제스틱 고우트 상자
13920,475,100// 사타닉 체인 상자
13921,475,100// 앤티크 담뱃대 상자
13922,475,100// 토끼귀 모자 상자
13923,475,100// 다크네스 헬름 상자
13924,475,100// 대형 오크히어로의 투구 상자
13925,475,100// 쥐띠해 행운 스크롤
13926,475,100// 크루 카드박스
13927,475,100// 알케 카드박스
13928,475,100// 로그 카드박스
13929,475,100// 바댄 카드박스
13930,475,100// 세이지 카드박스
13931,475,100// 몽크 카드박스
13932,475,100// 실프 박스
13933,475,100// 운디네 박스
13934,475,100// 샐러맨더 박스
13935,475,100// 소울 박스
13936,475,100// 노움 박스
13937,475,100// 로보아이 상자
13938,475,100// 트윈리본 상자
13939,475,100// 다이아뎀 상자
13940,475,100// 공성맵 텔레포트 10개 상자
13940,475,100// 공성맵 텔레포트 10개 상자
13941,475,100// 대만 발렌타인 스크롤
13942,475,100// 러브앤젤 마법가루 상자 30일
13943,475,100// 스퀴럴 마법가루 상자 30일
13944,475,100// 고고 마법가루 상자 30일
13945,475,100// 브라질 검사 패키지
13946,475,100// 브라질 마법사 패키지
13947,475,100// 브라질 복사 패키지
13948,475,100// 브라질 궁수 패키지
13949,475,100// 브라질 상인 패키지
13950,475,100// 브라질 도둑 패키지
13951,475,100// 황야의 무법자 상자
13952,475,100// 레버액션 라이플 상자
13953,475,100// 올인원 반지 상자
13954,475,100// 스피리츄얼 튜닉 상자
13955,475,100// 리큐퍼레이티브 아머 상자
13956,475,100// 쉘터 오브 레지스턴스 상자
13957,475,100// 실피드 망토 상자
13958,475,100// 리프레쉬 슈즈 상자
13959,475,100// 토스트 상자
13960,475,100// 이름변경 쿠폰 상자
13961,475,100// 모찌상자
13962,475,100// 디포르테 인형모자 상자
13963,475,100// 글라리스 인형모자 상자
13964,475,100// 소린 인형모자 상자
13965,475,100// 테일링 인형모자 상자
13966,475,100// 비닛 인형모자 상자
13967,475,100// 더블류 인형모자 상자
13968,475,100// 맛있는 풍선껌 상자
13969,475,100// 행운의 클립 상자
13970,475,100// 철 상자
13971,475,100// 강철 상자
13972,475,100// 석탄 상자
13973,475,100// 독약병 상자
13974,475,100// 어부 스크롤
13975,475,100// 그림일기 마법가루 상자
13976,475,100// 미니하트 마법가루 상자
13977,475,100// 새내기 마법가루 상자
13978,475,100// 꼬꼬마 마법가루 상자
13979,475,100// 마법의 성 마법가루 상자
13980,475,100// 짱구 마법가루 상자
13981,475,100// 그림일기 마법가루 30일 상자
13982,475,100// 미니하트 마법가루 30일 상자
13983,475,100// 새내기 마법가루 30일 상자
13984,475,100// 꼬꼬마 마법가루 30일 상자
13985,475,100// 마법의 성 마법가루 30일 상자
13986,475,100// 짱구 마법가루 30일 상자
13987,475,100// 오리데오콘원석 5개 박스
13988,475,100// 오리데오콘원석 50개 박스
13989,475,100// 애시드폭탄 10개 박스
13990,475,100// JOB 전투교범 상자
13991,475,100// 타이거 마스크 상자
13992,475,100// 고양이 모자 상자
13993,475,100// 엘리스 모자 상자
13994,475,100// 이동속도 증가 포션 5개 상자
13995,475,100// 이동속도 증가 포션 10개 상자
13996,475,100// 왕만두 100개 상자
13997,475,100// 왕만두 500개 상자
13998,475,100// 거대한 파리의 날개 500개 상자
13999,475,100// 환약 100개 상자
14000,475,100// 환약 500개 상자
14001,475,100// 공성 신참 보급품 상자
14002,475,100// 공성 고참 보급품 상자
14003,475,100// 공성 정예 보급품 상자
14004,475,100// 독약병10상자
14005,475,100// 독약병5상자
14006,475,100// 늘어진 하얀 고양이 상자
14007,475,100// 토끼귀 모자 상자
14008,475,100// 대형 오크히어로의 투구 상자
14009,475,100// 러브앤젤 마법가루 상자
14010,475,100// 스퀴럴 마법가루 상자
14011,475,100// 고고 마법가루 상자
14012,475,100// 러브앤젤 마법가루 상자 30일
14013,475,100// 스퀴럴 마법가루 상자 30일
14014,475,100// 고고 마법가루 상자 30일
14015,475,100// 황야의 무법자 상자
14016,475,100// 레버액션 라이플 상자
14017,475,100// 올인원 반지 상자
14018,475,100// 스피리츄얼 튜닉 상자
14019,475,100// 리큐퍼레이티브 아머 상자
14020,475,100// 쉘터 오브 레지스턴스 상자
14021,475,100// 실피드 망토 상자
14022,475,100// 리프레쉬 슈즈 상자
14023,475,100// 토스트 상자
14024,475,100// 로보아이 상자
14025,475,100// 트윈리본 상자
14026,475,100// 다이아뎀 상자
14027,475,100// 물고기 머리 모자 상자
14028,475,100// 산타포링 모자 상자
14029,475,100// 방울리본 상자
14030,475,100// 미믹 소환서 상자 5
14031,475,100// 디스가이즈 소환서 상자 5
14032,475,100// 엘리스 소환서 상자 5
14033,475,100// 미믹 소환서 상자 10
14034,475,100// 디스가이즈 소환서 상자 10
14035,475,100// 엘리스 소환서 상자 10
14036,475,100// 미용상품권 상자
14037,475,100// 무기수리 스크롤 상자
14038,475,100// 무기 수리 주문서 10개 상자
